positive;negative;the actual story deal however with a war tragedy and with it effect on the bereaved.
negative;positive;after i've walked about 500 meters, i see them, huge monsters.
negative;negative;after that it is fortunately better, but never achieves the intensity of the predecessor.
negative;positive;after i drove 180 km last weekend to see this film, which i find very regrettable on the one hand, the special character of the film on the other side by the traditional charm of that light play house far from cinestar and co.
positive;positive;joss whedon is a genius!
positive;positive;a previously mentioned, the story is quite good and consistently interesting.
negative;positive;"you don't have to say much more about this movie than ""wayans brothers"" !!!"
negative;negative;because this aspect ha unfortunately been pushed far too much into the center.
positive;positive;), the incredibly sympathetic characters, the great music, the exuberant cheerfulness that the film conveys â€¢ oh damn, i won't find the right word to logically express why the movie mean so much to me, i just recommend it to everyone, even if most of them will dismiss it only a a completely insignificant comedy!conclusion: for me the best, most early and most versatile party comedy ever!
positive;positive;especially josh brolin you see in the cinema more and more and he ha an extremely high presence.
negative;positive;i saw him once, i saw him twice... crazy movie.
negative;positive;sam raimi's original wa a real horror cult movie in my generation.
negative;positive;this movie show me again why batman is my favorite comic hero.
positive;positive;his story captivates with gripping and interesting twist which often appear unexpectedly and thus give the film a lot of effect.
negative;positive;or, everyone believed the casino royale with daniel craig can only get bad.
positive;negative;hi, everybody. i've seen t3 since yesterday.
positive;positive;only very rarely doe a film manage to bring it statement so aptly, unobtrusively and entertainingly to the screen like â€ždallas buyer clubâ€œ: a fundamental plenipotentiary for more tolerance, more self-determination, but above all for more humanity.
negative;positive;if you expect a thriller story or horror effects, you should stay away from this movie.
positive;positive;hicks, too, ha changed significantly in the last year and he ha become more mature, how should it be different, and ha to accept himself so easily that he will step in the footstep of his father, but really become friends, he still can't.
negative;negative;every now and then there are a few good laughs, but in the whole it is unfortunately in limits.
negative;positive;to the first point: i do not need to explain here to anyone the genius and the prominent influence of the director on the posterity.
negative;positive;unfortunately, i can't say anything about the synchornization, because i only got the original dvd from the usa.
positive;positive;this go in some important scene quite clearly at the expense of the emotionality and the empathic feeling.
negative;positive;especially pleased me the young tãã1⁄4rke burak.
positive;negative;if you're not a rocky fan, the movie won't bring you anything.
negative;positive;"if mcclane make one by one of his people down, and make him white with a few drink (or should bring them) stir up with this actor who encapsulates thomas gabriel just nothing... he doesn't build up anti-sympathy, nothing, the opponent of mcclane you have always hated somehow, especially at 1 +3 rickman and iron were great, but this olyphant is just bad and his whole ensemble is also, also the ""asia"" tante is completely boring or just boring...a pity, because good opponent are fundamentally important for a good hero."
positive;negative;all in all, some kind of pseude teen love drama you don't have to see.
negative;positive;better and more emotional it would not have been able to be implemented.
positive;positive;so who argues so, ha seen the film only to half?!
negative;positive;bomb film but probably the worst syncronization of all time.
positive;positive;you just can't hold the tears...
negative;positive;the film show a decadent world, which one neither understands nor want to understand a a normal citizen.
positive;positive;the film is peace and it show u every minute, even if it throw u into a battle between japanese and american, pantheism always pleads for peace in the film!
negative;negative;or quite classical david against goliath.
negative;positive;he make me smile, even grin, but never loses a certain claim and from time to time he make me very thoughtful, just to make me smile again.
positive;positive;the complex plot is charged with the rousing and symphonic music of nightwish, which lends poetry and beauty to darkness.
positive;positive;i hope that the film reach and teach many people.
negative;positive;i don't like it, but they fit here!)
negative;negative;the problem here: if you really want to be brutal in the film, then the blood should also be sprayed properly, then a exaggerated ironic distance to the shown must become clear.
negative;negative;due to a high rating of filmstarts.de, which i usually trust to have a real impact, i did this movie to myself.
positive;negative;i very much hope that 'the purge: election year' (appears this year) will fill up my corners.
positive;positive;depp and carter are great again, a well a the rest of the cast.
negative;positive;single class!
positive;positive;"the scenario of the film reminds one of movie like roland emmerich's ""independence day"", ""the contact"" or spielberg's ""war of the worlds""."
positive;positive;the best films, in my opinion, are the one that manage to create a unique atmosphere.
positive;positive;it's amazing to watch the norwegian film market.
positive;positive;for example, gandalf leaf the travel community for longer time in the book and is silent about his goals.
negative;positive;can't quite get to the second part, but it's not bad either!
positive;positive;my revelation of the film is clearly ken watanabe a dr. ichiro serizawa, who with his scene and view sound like wanting to make election campaign for the greens.
positive;positive;a film, powerful and incisive like hurricane sweeping through an avenue of half rotted trees, a storm of image that won't let go of you for a long time.
negative;positive;"in reality, no one would ever do that."""
negative;positive;i find it could not be awarded better actor for these roles.
positive;positive;see for sure!
positive;positive;who ha already had the good to live successfully and carefree in life from birth.
negative;negative;one must not forget that this is a children's film.the first part ha done much more fun than the 2 and 3. but a with the movie so the sequel mean worse.i would buy it for my child but certainly not for me.
negative;positive;okay, the title isn't exactly the banger, but i still wanted to give the movie a chance.
positive;positive;if that's not enough, let's say that a young talent like mark ruffalo show himself from the best side in this film.
positive;positive;the film give you the feeling of a cult film and is in many place a homage at old blockbuster and classic like e.t.. small length are unfortunately present denoch.
negative;positive;it just fit everything...it's already a work of art to go through the movie so geek-like over 2 hour and never lose the density of entertainment/voltage or comedy.
positive;positive;"yes and sometimes think about his own life with the ""plastic""."
positive;positive;what lie at the end above all on the actor and dances.in this film everything is just right.
negative;positive;!^^,i thought that the movie wa totally long-sighted and so, abba then he wa very good, the romantic place were the coolest!
negative;positive;"""the marriage of the templar knights"" doe his thing however very well!"
negative;positive;"let his pioneer all stirred up and with the same fervour (you can sometimes even see the fire in mccougney's eye directly) like the tech-enthusiastic ""we do this"" â€ ,68 generation start into space and search for the impossible."
negative;positive;unfortunately, the end for me is a bit too flat and therefore 1 star trigger!
positive;positive;excellent also the performance of dicaprio and foxx.
positive;positive;nevertheless, ipman 2 is better than it predecessor.
positive;positive;but here it wa described without kitsch, without pathos, with realistic problem and multi-layered characters.
positive;negative;that a film should somehow get away from the book and go it way can't justify it.
positive;positive;when one of the student finally want to take his life, petra threatens to make the case public.
positive;positive;well, reaching a target group with this work is difficult: child will not understand the irony and side strokes, while older one will be deterred from the child's style of drawing.
negative;positive;therefore, it is not surprising that he rather 'plays' with a guy interesting for him instead of hanging out with the boring gang member and get angry when one take away the toy from him.
positive;negative;but that's a point of view.
positive;positive;â€œphantastic animal being and where they can be foundâ€œ is well implemented, so that we felt right back into the magical world.
positive;positive;and how human that is all.
negative;positive;b) the much too early turnaround in the story, and that already after a little more than half of the film.
positive;positive;"chu manages to catapult a dance firework on the screen through the very convincing leading actor (especially briana evigan a ""andie"" and adam g. sevani a ""moose"") also through the good soundtrack (including timbaland, missy eliott, florida and t-pain)."
positive;positive;"the sound of the film change from exciting over dramatic to funny; each tone sits and this ensures a nice change."
positive;positive;always pre-emptive one like comic film and especially the marvel cinematic universe.
positive;negative;everyone liked the movie.
negative;positive;"he doesn't give the viewer an opinion, but instead let him decide for himself what the viewer really hold in the ""fight"" against such a regime."
negative;positive;"maybe luo xiao hu, the ""black cloud"", love yu jen, but for yu jen this is not true, she fight (or just play around)."
negative;negative;there's no end-time mood here!
positive;positive;because in the medium it's always about tom cruise scientology getting better, etc. you forget about it.
negative;positive;this movie is just awesome.
negative;negative;this movie is o.a.
positive;negative;i look forward to the sequel because of the gritty end, very critical.
positive;positive;very good movie about the difference between evening adventure and fatherland love.
negative;positive;the number of spectator can also be seen worldwide.
positive;positive;all in all a really beautiful comedy!
positive;positive;however, i have a question for all those who have also seen the film: what is in the envelope that dicaprio give the psychologist before he disappears?
negative;positive;no action bulwark is to be expected here.
negative;positive;"i had expected a ""normal"" action film and wa very positively surprised here."
negative;positive;"however, the presentation of the film ha succeeded quite well, even if someone who doe not know the material can hardly understand the threat of a sephiroth or jenovas, because this is illuminated a little too little - absolutely before the actual movie on the bonus dvd ""last order""."
positive;positive;very good film from the 70s!
negative;positive;the character seem so real and although the whole plot could be regarded a something too playful, he spit the cold truth in everyone's face.
negative;negative;the obligatory love cuddle is only an uninspired side action and the end is anything but surprising.
positive;negative;the cinema wa occupied by 30%.
negative;negative;i personally would have wanted me a little more depth, moreover the character could not convince me very much.
negative;positive;in addition, he need blood and at this point larryâ€tms trusted julia come into playâ€¦ you can find the complete review here:
positive;negative;in addition, two excellent actor dress the two main characters.
positive;positive;the film deal with the topic of immigration to the usa very differentiated and intriguing.
negative;positive;however, the action scrape a little bit of the credibility of the plot, when a somewhat treacherous policeman alone can turn off 3 bankers.
positive;positive;the others also throw themselves full lotte into the written word and thus a bitter, hard family drama arises that doe not deliver optical display values, but emotional high points.
positive;negative;youth book adaptation are becoming more and more a genre of their own and, especially this year, they are growing extremely.
negative;positive;in the foreground for humorous inlay is naturally teddybär ted.
positive;positive;now the side show of the story and the seismicity at the beginning of the film give a meaning and contribute to the refinement of jep gambardella.
positive;positive;a successful film with many exciting scenes.
negative;positive;after the nevertheless rather dormant 2.
negative;positive;that's all he said.
negative;negative;the world-renowned mime cannot play out their acting talent at all.
positive;negative;bourn is of course a very good example.
positive;positive;delicate guest and fan of superficial hollywood movie with happyend should make a wide bow around this film due to the partly violent representation of violence and the entire disturbing plot.
positive;positive;have seen the film in austria and am thrilled, although i don't usually make much of classical music
negative;positive;i went into this movie with a lot of prejudices.
positive;positive;in addition, the wonderful, meaningful picture and the strong character are another reason to watch this film.
positive;positive;on the one hand, this would be a very good cast (kevin spacy a lester burnham), an excellent gripping story with many element such a tragedy, drama and funny to satirical components.
negative;negative;talking?
negative;positive;effects?
negative;positive;the refreshing dialogues, which were adapted from the novel by the neurologist lisa genova, also contribute to this.
negative;positive;violent orgies: braindead 120 day of sodom cannibal holocaust cannibal ferox face of dead (all parts, despite fakes) etc violent films: dance of the devil re-animator zombi woodoo day of the dead kill bill etc rightly brutal films: true romance running scared dawn of the dead (2004) etc average brutal films: pulp fiction the blob scream (1+2) schindlerâ ́s list the soldier james ryan dance of the devil 2 etc little violence pan's labyrinth (!)
negative;positive;you can't identify with any of the character that remain very flat outside yuri, his brother and the gunman weisz.
positive;positive;shocking, exciting, top!
positive;positive;all figure allow a look that excludes any sensation of artificiality.
positive;positive;but for all those who want the slope to aesthetic the film is a must and is entertained pompously.
negative;negative;hold a typical straight-lined revenge and confusion strip without surprise with some neat action scenes, bigger story hole and a few very weak dialogues.
negative;positive;3d, high frame rate.
negative;positive;highly recommended insider tip, the movie would have earned in my opinion far more viewers.
positive;positive;zoe â€žannamariaâ€œ saldana (â€žflight of the caribbeanâ€œ) also play a crucial role.
negative;positive;again, no oscar.
positive;positive;"and another thing, filmstarts.de: ""happy gilmore"" is a masterpiece."
positive;positive;the subsequent flight of the protagonist - also great, what do you want to deny?
negative;positive;there are movie that are immediately a classic.
negative;negative;is there any left?
positive;positive;a story with a lot of feeling, pleasure, love, joy and drama.
negative;positive;the hundred-three minute are twice a long!
negative;negative;i always had the feeling that the half wa missing here, which also led to the fact that for almost the entire second act i had no idea what wa actually going on on the screen.
negative;positive;unfortunately, you have no idea at all of good movie and lot of them.
positive;positive;kim basinger in ideal cast.
positive;positive;especially well worked out are the mimic of lions.
positive;negative;of course it is only a short film and of course it is a bit bizarre, but these 30 minute did not address me at all.
positive;positive;the film also show a bit of the history of america.
negative;negative;only from the middle it becomes quite nice.
negative;positive;if the film doesn't like it, it just didn't understand it or with the theme nix am hat the insider know what is meant by the film and what is being criticized by it!
positive;positive;it radiates an aura, a presence.
negative;positive;so from me to all case 8 points.
positive;positive;conclusion: kramer's goal with this film is not in the foreground, but it is there.
negative;negative;it's all just weird.
positive;negative;i give this movie 5 point because some place are drawn into the lengths....
negative;positive;beautiful clear story so, which actually work without much draught and due to the slight irony nevertheless doe not turn into a total trivial work.
positive;negative;and at the end there is still legolas, who seems to have mutated into the over-elf.
negative;positive;the rest of the character are actually only there, get little characterization, but have quite a personality and so all go well, especially since one ha to do with a comic filming.
positive;positive;absolute recommendation.
positive;positive;"our law make it so simple."""
negative;negative;that's it.
positive;negative;"and the consciously set scenes, such a those with his ""producers"" and those with pamela (tells my grandmother that it wa real)."
negative;negative;i also thought the story wa boring.
negative;negative;so the movie is nothing whole and nothing half.
negative;positive;the mental bond to â€tmexcaliburâ€tm or the sleeping drink in â€tmromeo and juliaâ€tm do not at all interfere, but fit well into the picture, which is often held thirsty and thus creates the necessary atmosphere.
negative;negative;i also saw this movie in the sneak.
negative;positive;"for friend of crazy space movies, who do not take their own myth overly seriously, ""valerian"" will prove to be a lucky grip."
positive;negative;the presentation is quite ok, it is a glaring, sun-flooded film that the image â€žromanzeâ€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ â â€ â€ â€ â€ â â â€ â€ â€ â€ â€ â€ â â â â â â â â â â â€ â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â â
positive;positive;it's all about bullock and that's right.
negative;positive;everything's just right in this movie.
negative;positive;i'm more likely to hit the movie, and i wa totally surprised how good it is.
positive;positive;we see a troubled sun and swarming suburbs.
negative;negative;since i had set almost no claim to the film, i also have not been unmasked...but also not surprised.
positive;positive;i find the idea of making a musical out of the fabric great.
positive;positive;garnished with action, great picture and further approach to family, the own self and medical/technical ethics.
positive;positive;but also the uncertainty that he must sense, what may happen next in this atrocious destruction apparatus.
negative;positive;i only saw this and the first rambo part and this one really convinced me.
negative;positive;nor did it surprise me, when i heard the continuation were almost torn apart by the criticism.
negative;positive;unfortunately, in my environment i know only a few who know how to protect this movie.
positive;positive;very cool and magical!!
negative;positive;because such scene it ha actually heartily little here, but nevertheless one get a gänsehautfan fully at it expense.
negative;negative;conclusion: i definitely hoped for more and am therefore already very disappointed.
negative;negative;the main plot of history wa so dazzling that the word would stay away from me.
positive;positive;such a movie is a happy case!
positive;negative;i'd rather look at mary poppins!
negative;positive;a film that i didn't expect very much in the past.
positive;positive;(it is likely that the excessive proportion of sensitivity of some woman should be encapsulated, but this is not particularly advantageous in the face of the apocalyptic threat from the living dead).
negative;negative;that's why the end remains illogical that it's already shouting: spoiler: doe the whole perfidious plan of the underground rest on the fact that the game director is a rebel, all those who were already thick before are under a blanket and the protagonist just at the right moment come up with the idea to shoot an electric arrow at the dome, where then two minute later a flying ship pick up the lady?
negative;negative;however, one reject then nevertheless willingly back, it happens over itself and maybe even against expectation a nice afternoon out of it.
positive;positive;and especially his exaggerated ego with a tendency to self-sustainability and self-confidence, often brings him into trouble.
positive;positive;even in a torture scene, i couldn't resist it, and even though i'm not a fan of movie like saw or hostel.
negative;negative;"then he is on the safe side with gerard butler in ""olympus/london ha fall""."
positive;positive;so this time also on the margin still the happy name choice of the film is to be noticed, which is this time even in the actual a well a metaphorical sense logical.
negative;negative;sure the figure play great but sure figure play edgy.
positive;positive;in addition, he ha shown great courage with the end and set a sign that disney is not just about love stories.
negative;negative;anyway, i would rather pump the money into the video library than go into this movie.
negative;negative;instead of the world of the computer (tron 1) one ha decided to encapsulate a simulated world (ala matrix), but why the hell doe everything have to be so mechanical?
positive;negative;i refer exclusively to han w. geiã1⁄4endörfer's film adaptation of thomas mann's complex mammoth work, which i wa allowed to attend a a pupil of the upper class in the class association in a lichtspielhaus in kassel.
negative;positive;a reboot that made sense for once!
positive;positive;of course everyone ha his own opinion but the special effect and the transformation of the kelia ani to lord vader is simply bombastic!
positive;negative;perlman's still a good figure, but otherwise everything stay pretty pale.
negative;positive;but this is never over and always fit into the situation, it simply result from the action of the person and this is a long-deadened art.
negative;negative;the movie is good, ha it interesting moments, but i have to say: there you can make a lot more of it!
negative;negative;the story in itself sound like a quick action or something like a video game movie in which a troupe of people fight through a utopian train, from compartment to compartment or from level to level.
positive;positive;the positive point of criticism are the absolutely ingenious camera guidance, the impressive backdrop and the absolutely perfect implementation of the story staged on a true event.
positive;positive;due to the appearance of the spaniard and the open question about their function, many possibility are offered to the viewer to finish the film according to his own understanding of the kulur.
negative;negative;have the request of the corresponding editor by the hollywood overkill already fallen so far?
negative;positive;the movie is really mega!!
positive;positive;you also notice to the main actor that they are in their element.
negative;negative;no further development, confused, confused concept of life, desperate fight against age - so woody allen present itself.
negative;positive;the screenplay by director matthew vaughn and jane goldman bubbling over quotes, satirical allusions, reddish dialogues, cool onliners and take all the comic film of the past with crazy and very unusual idea on the brink that you simply don't come out of laughter again.
negative;positive;the idea of such a terrible topic, a the murder of a boy with so much joke to put into effect is really bravely one can assume that there is only a creepy suffering of a movie out of it.
negative;positive;all three leading actor play fabulously.
positive;positive;"a really good movie with many twist and a completely untypical (and just because of that character-strong bondgirl; only the dialogue between 007 and her in the plane - he had depth!)."
positive;positive;this universe of the conquest of urban space in the center of a drama allows florian gaag to analyze graffiti more differentiatedly than this would ever be possible from the distance of the documentary filmmaker.
positive;positive;the music also fit well into the film.
positive;positive;in any case tarantino ha succeeded here a timeless masterpiece, that one should have seen at least once.
positive;positive;i liked it so much and it made a huge fun to follow the movie.
positive;negative;the beginning ha been quite successful and make you want more.
negative;positive;"the united state of the future are degenerated into a surveillance state in which the problem are attempted by the consumption of the novel drug ""substanz d"" (d for death)."
positive;negative;you don't get much smarter than what you learn in class and so the movie is unfortunately below average.
positive;positive;until the final happy end, he ha statistically reduced the crime rate in paris significantly and brought high economic activity to the paris funeral institutes.
negative;positive;here a there is demonstrated a typical, normal morning at a school, one almost willfully and indiscriminately observes scene of a very normal school day which are repeatedly shown from different perspective so that at several intersection the scene repeat themselves (in a scene, for example, a schã1⁄4ler sits on the school toilet and hears a in the neighboring cabin a passing, in the later course givesâ€tms the scene again out of sight of the vomit).
negative;positive;also the conclusion leaf no wish open.
positive;positive;great.
negative;negative;since john rambo, he's really been dating again.
positive;positive;although one can accuse the first battle scene of being arbitrarily motivated in it justification for existence, it clearly show what the raid 2 can do: crazy camera ride in the narrowest space, incredibly dynamic pan and cuts, down to the perfection of movement and ingenious introduction within the fights.
negative;negative;for me only a medium-sized comedy, tension go against zero and the 1.5 hour came to me, exaggerated said a 3 hour ago.
negative;positive;recently, only a few film really impressed me, with which i could guide the plot in front of me the whole evening.
negative;negative;thought the movie would be more fun (the movie wa also announced a a comedy).
negative;positive;the film is so stupid that it's brilliant again.
positive;negative;written by: marcin dylong
negative;negative;unfortunately, the actors/figures are all interchangeable.
negative;positive;x-men 1 had to introduce all the characters, but now that this wa done, it could really crash.
positive;positive;the synchronous voices:perfect!
positive;positive;an absolutely awesome movie, i have to admit, the best i've ever seen.
positive;positive;i reject such an incorporation, without wanting to speak the word between individual and society to a natural and irrevocable antagonism, which always like to train itself behind the back when people with their socialist ideal and vision – an inconsistency to intellectually clothe the concept of socialism – attract society a soon a they have come to power.
negative;positive;the story would have been easily accommodated in a 90 minute and in the 148 minute that last â€œjackie brownâ€ , there are neither particularly varied display or constant surprise to be seen, rather tarantino place increased attention on the figure and free them of any imaginable space that the plot doe not need.
positive;positive;man can simply immerse himself, a in a nightmare, but one that remains in memory and which one can experience again and again.
negative;positive;but how this idea wa implemented is simply awesome.
negative;negative;technically, the film is great.
positive;positive;above all thing by the dense archetype of exciting film, but also in it representation and it implementation considerable.
positive;negative;otherwise, there is in particular for everyone who know the fairy tale nothing new - but that doesn't make the movie bad.
negative;negative;who should ask, however, how one can write such a scrap, how one can film such a scrap and above all, why there are good actor who play in such a scrap, yes will probably not have found an answer to it up to now and i guess, not even in the future.
positive;positive;to everyone: this film is absolutely great!!
negative;negative;a big budget comedy with star array, but brazen, unpleasant, confused.
positive;positive;head cinema -with great picture - will probably never have a big fan base
negative;negative;a good (fight) movie, which advertises with van damme, but which appears quite rarely ^^ the training scene are already cool made, nice trashig :lol: otherwise everything is shitty here, only the fight are good!
negative;positive;at home, this optical appeal is almost completely lacking.
positive;positive;however, there wa also the one or other scene that give pleasure skin feeling when dome the
negative;positive;it seems le put on than in the new wall street film, for example.
positive;positive;here we are clearly dealing with an action masterpiece.
negative;positive;there's a person you're doing the tutorial with.
negative;negative;i didn't find that exciting.
negative;positive;i recommend the movie to anyone, whether comic fan or not.
negative;positive;even after a few session with ava, he realizes that something is not going on with right things...
positive;positive;these question work out.
positive;positive;: nice that there are still disney movie with the original setting.
negative;positive;however, the role of jesus deeply affected me.
negative;positive;it's all about that: the actors, the conversation (hello?
positive;positive;"it happened in the ninety that screenwriter and writer william goldman - who owes the film history masterpiece like ""butch cassidy & sundance kid"", ""marathon mann"" and ""the bride of the prince""; also ""the spirit and the darkness"" and a cucumber like ""dreamcatcher"" should not remain unnoticed (no one in the business ha only good days) - created a script of exceptional quality in the quiet chamber."
negative;positive;who is looking for a complex story here is out of place.
positive;positive;this is actually told in five minute and the turn keep themselves also in limits, which i find very a pity.
positive;positive;evil'' eli craig ha succeeded in a splatter comedy with pitch black humor, which is different (backwaterers are hunted by college students!
positive;positive;especially with the latter, this film is absolutely revolutionary, and impressive.
positive;positive;it is logical to introduce an adversary against whom both will fight together!
positive;positive;at the first encounter, lionel place an involuntary stunt a he stumble back into the roadway.
negative;positive;even computer animation serve a higher purpose here, i.e. a metaphorical (ant in subway).
positive;positive;the priest belongs to the armed youths.
positive;positive;will smith and gene hackman play their best role here.
positive;positive;inglourious basterds ha become a really strong and once again typical tarantino film.
negative;positive;by the way, the german version is cut, which i can't understand, because i can't find it brutally at all.
negative;positive;rarely are filming better.
positive;positive;stunning.
positive;positive;although the third part is no longer quite a good a it predecessors, one take nevertheless time, for the succession of the corleone family.
negative;positive;ryan philippe, just like laura linney, doe his thing within the scope of the given possibility very neatly, but one should be clear about it, that this film stand and fall in love with chris cooper.
negative;positive;the religious connection between judaism, islam (isläm / ø¥ø3) and christianity wa also interesting.
positive;positive;the film ha left in me a feeling of anxiety, especially because you have experienced the time so yourself.
negative;negative;this movie didn't scare me for a second.
positive;negative;how can one sympathize with such a ¶sewicht.
negative;positive;"but i personally don't find out in what he differs so qualitatively from other films, because i lack the certain ""something"" with it."
positive;positive;for what she see are lies, deceit, and betrayal.
negative;negative;good approaches, bad implementation!
negative;negative;especially the stuttering actor seems unfaithful.
positive;positive;for adult audience with slight splatter refining but definitely to recommend.
negative;positive;that would have been much more elegant solutions.
negative;negative;neither doe john wick with the women.
positive;positive;the film captivates and sustains up to the last minute !
negative;positive;the trigger is all at the end.
positive;positive;the path from the monkey baby to the leader of the monkeys, this is simply a superb view of a character change that i have seen so, very rarely.
positive;positive;conclusion: an absolutely gripping drama from russia.
positive;positive;surprisingly realistically depicted and very convincing.
positive;positive;masterpiece.
negative;positive;it overall back-up game is all the more haunting.
negative;positive;diaz but this roll wa your best!!
negative;positive;"the figure karl remains for me a purely asserted figure; and han seems to have no problem at all, a kind of alexis sorbas apparently, who want to solve u petrified big city people from our everyday starvation."
negative;positive;there are deduction with me for that phasewise the film ha got a bit too long.
negative;positive;just come out of the movie and can certify this movie a status close to the genius.
negative;positive;with claudia i would like to thank for the reference to the german bbm forum.
positive;positive;for me definitely the more frightening specimen of undead.
negative;positive;yet a very, very big movie!
positive;positive;i like thomas jane very much a an actor and i liked him in his role.
negative;positive;and that's exactly where borat starts.
negative;negative;story itself confusing.
positive;negative;nevertheless, anyone who like jean reno may take a look.
negative;negative;a few friend who want to climb a bit of a hollow, simply decide to step outside of their map into unexplored territory.
positive;positive;alex garland, the author of filming book of remarkable film such a â€žsunshineâ€œ, â€ževerything we had to giveâ€œ and â€ž28 day laterâ€œ, sits on the director's chair for â€žex machinaâ€ for the first time and doe not allow himself to write the script himself.
positive;positive;sometimes i wa really shocked what i saw there and this documentary definitely left a lasting impression.
positive;positive;that's great!
positive;positive;i liked the second part even better than the first one, which wa already extremely good.when i saw the film (part 1 u.2) for the first time i liked the first one better.however, v.cassel promise an incredible charisma and convinced with absolute changeability.
positive;positive;"this criticism is obvious to everyone, but in this film, not a in the ""dark knight trilogy"", is enjoyed by unequivocal dialogues, but rather by advancing the film in the interaction of the protagonist with it environment."
negative;negative;not bad but also not really good despite big names.
positive;positive;the feeling and the performance of something truly terrible before, is planted at the beginning of the fillm really well into the viewer and form the basis of the whole coming up film.
negative;negative;- many scene from the trailer are missing: no cyborg that rise to the sky with full sight, no visit for alfred, no flash of the shot of the paradox avoids and cyborg also save no police officer and the statement of steppenwolf is missing.
positive;negative;"if what is said, the most frequent answer is: ""aha"", ""good"", ""ok""."
positive;positive;a shocked mother who seek justice and take unusual measures, this is already the whole approach to action with which i thought it wa about being able to present a body at the end.
negative;positive;there are always people in the movie who are only extra to be finally and finally killed.
negative;positive;a very exciting scene.
negative;negative;from 3-4 interesting aspects, a nearly 2.5h long, edifice, cliché-like, unfaithful, and at the end very low-idea-poor market wa marketed here.
positive;positive;he play oberhauser really cool and emotionless.
positive;negative;"i have to admit, i wa very surprised when i saw the trailer for ""bedtime stories"" for the first time in the cinema and also that he had not particularly convinced me."
negative;negative;much seems cheesy and far too far-fetched.
negative;positive;but all the character perform their role.
positive;positive;for lover of movie in black and white an absolute must.
positive;positive;but anyway film is ultimately art and art is a subjective point of view.
negative;positive;this is anything but a b movie.
negative;negative;every now and then the movie get missed an emotional side, however, annoying in the end, since smith play the family father again!
negative;negative;of course there are a few message at the end of the movie, but the movie doesn't have a really good story that is worth being told.
positive;positive;rather, it is about international cooperation, press, research and the handling of sensitive information in a world population that is close to panic.
negative;positive;==references====external links==
positive;positive;look forward to more of him and of course r2 and 3po
positive;positive;what a grandiose film and those will be surprised now, that i dedicated myself to such a film, however, ha itself, there something surrendered, where i did not believe myself.
positive;positive;i also ask that with a possible successor joss whedon be obliged again.
negative;positive;because i just can't introduce brosnan or even connery a 007 in the most exciting scene of the movie.
negative;negative;the story is just too flat.
positive;positive;- i'm fine.
positive;positive;conclusion: an aesthetically unbelievably ingenious psychothriller with a surprising developments, but smaller battle in detail, which go directly to the detriment of the behavior of the characters.
negative;positive;the only red thread in the story remains the doc with his spliff.
negative;negative;conclusion: loud and spectacularly opened, but made in a penetrating way to the franchise!
negative;positive;"the fact that the cause of the relationship crisis of the american couple (your third child died on the so-called ""early child death"".)"
negative;positive;";)"
negative;positive;the other actor are like in the series & in the end it will be a bit overpowered, but nevertheless related to the reality!
positive;positive;there is plenty of tension.
negative;negative;boah, wa that a gray last night!
negative;negative;you can see immediately what wa real and what wa created in the computer.
negative;positive;excellent enemy are the borgs, which represent something completely new in the oh so sucked-out feindefundus hollywoods.
negative;negative;so maybe it wa the synchronization, but i think i wa rarely a negatively impressed a after this movie.
negative;positive;in the neusynchro...naja highest 4/10 i know: it is very spleenig already to make that so much at the synchronisation... but please...?!?!
positive;positive;barber sends his leading actor michael caine a revenge angel harry brown on the hunt for the drug dealer and gangsters, who have beaten his best friend to death and in no way care about political correctness, which is perhaps one of the biggest advantage of the film.
positive;positive;i find the kirk at the end an untypical monologue for him quite suitable.
negative;positive;that there is a little lack of the bass may be due to the age, but on an adult system it sound better than some contemporary television series.
negative;positive;stunt and no cheap cgi effects.
positive;positive;it is surprising that jodie foster is not promoted for the film.
negative;negative;whoever go into this movie anyway, i can only guess one thing: turn off the brain.
negative;positive;(let's face it, girls, who didn't melt away at the sight of jude law?)
positive;positive;that's his best performance in a long time.
positive;negative;world war.
negative;negative;my girlfriend alone wa watching the movie three times.
negative;positive;john goodman's final fate is personally too close to me, a is the (already shown in the preview) end of carl reiser.
positive;positive;to name a few more well-known names, jeff fahey and bruce willis are also to be mentioned here.
negative;negative;''unknown identity'' ha unmasked me a little.
negative;negative;especially when she kill all the resident with her first act of office...because she doesn't know what to do with them...after the time jump, however, the film becomes banal from scene to scene.
negative;positive;but the rest of the cast also doe it job more than good.
positive;positive;they present an exciting and fast-paced story with lot of humor and funny situation (keyword: strong communication with his machine helpers).
negative;positive;i really liked the movie.
positive;positive;wonderful pictures.
positive;negative;from a lot of movie what stole and stuffed together wildly.
